pais_id,pais,año,mes,ccp,producto,distribución,unidad_med_distribución,consumo_per_cápita,uni_med_consumu_id,uni_med_consumo _per_capita
32,Argentina,2016,7,22110,Leche pasteurizada,89261.24,Miles de litros,2.096,l,Litros
32,Argentina,2016,7,22110,Leche esterilizada,47772.71,Miles de litros,1.122,l,Litros
32,Argentina,2016,7,22110,Leche chocolatada,4329.04,Miles de litros,0.102,l,Litros
32,Argentina,2016,8,22110,Leche pasteurizada,94565.38,Miles de litros,2.218,l,Litros
32,Argentina,2016,8,22110,Leche esterilizada,54068.5,Miles de litros,1.268,l,Litros
32,Argentina,2016,8,22110,Leche chocolatada,5799.44,Miles de litros,0.136,l,Litros
32,Argentina,2016,9,22110,Leche pasteurizada,82448.13,Miles de litros,1.933,l,Litros
32,Argentina,2016,9,22110,Leche esterilizada,46777.98,Miles de litros,1.097,l,Litros
32,Argentina,2016,9,22110,Leche chocolatada,5163,Miles de litros,0.12,l,Litros
32,Argentina,2016,10,22110,Leche pasteurizada,81859.87,Miles de litros,1.917,l,Litros
32,Argentina,2016,10,22110,Leche esterilizada,53419.05,Miles de litros,1.251,l,Litros
32,Argentina,2016,10,22110,Leche chocolatada,4256.72,Miles de litros,0.1,l,Litros
32,Argentina,2016,11,22110,Leche pasteurizada,77177.51,Miles de litros,1.806,l,Litros
32,Argentina,2016,11,22110,Leche esterilizada,51251.91,Miles de litros,1.2,l,Litros
32,Argentina,2016,11,22110,Leche chocolatada,7463.19,Miles de litros,0.175,l,Litros
32,Argentina,2016,12,22110,Leche pasteurizada,70058.53,Miles de litros,1.638,l,Litros
32,Argentina,2016,12,22110,Leche esterilizada,38958.65,Miles de litros,0.911,l,Litros
32,Argentina,2016,12,22110,Leche chocolatada,7523.01,Miles de litros,0.176,l,Litros
